neo_reference_id,name,absolute_magnitude_h,is_potentially_hazardous,estimated_diameter_km_min,estimated_diameter_km_max,estimated_diameter_km_mean,albedo_estimated,type_from_albedo,density_assumed_kg_m3,mass_min_kg,mass_max_kg,impact_energy_min_Mt,impact_energy_max_Mt,orbital.a_au,orbital.e,orbital.i_deg,orbital.period_days,close_approach.close_approach_date,close_approach.relative_velocity_kms,close_approach.miss_distance_km,close_approach.orbiting_body,nasa_jpl_url,sentry_object
2007358,7358 Oze (1995 YA3),14.72,False,3.0238133257,6.7614521476,4.89263273665,0.09549150281243567,S-like,3000,43429497744524.15,485556545941171.44,1499895.416846018,16769340.556524683,2.198231722182976,0.5023807027058562,4.661374294990374,1190.443075116395,1972-Sep-15 02:36,5.2769368921,18502379.467723947,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007358,False
2007474,7474 (1992 TC),18.11,False,0.634680239,1.4191881584,1.0269341987,0.09549150281014449,S-like,3000,401591772604.7829,4489932513936.256,13869.505530925222,155065.78591390752,1.56564940875355,0.2920864021139001,7.088320157976867,715.5503596875528,1945-Sep-26 04:17,2.544989556,25755122.215535115,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007474,False
2007480,7480 Norwan (1994 PC),17.24,False,0.9474471126,2.118556149,1.5330016308,0.09549150281323998,S-like,3000,1335933396603.3196,14936189444057.744,46138.23513603721,515841.15073287376,1.567836792523863,0.3168761949459407,9.453735441237235,717.0504367074404,1901-Jan-21 17:03,8.4548434115,13483503.966609739,Mars,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007480,False
2007482,7482 (1994 PC1),16.58,True,1.2839702958,2.8710448625,2.0775075791499997,0.09549150281572488,S-like,3000,3324947611199.69,37174044401366.93,114831.48418220726,1283855.0229439582,1.348747135800229,0.3294446463358873,33.46933024678581,572.1293533486463,1922-Jan-21 21:41,18.9710507521,12398827.989851382,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007482,False
2007753,7753 (1988 XB),18.01,True,0.6645917971,1.4860724357,1.0753321164,0.09549150281521401,S-like,3000,461089047994.8888,5155132275981.615,15924.3230007795,178039.34366141094,1.467414453735508,0.4815705403185895,3.124881389711453,649.2734073233098,1901-Jun-22 04:56,15.7624761233,12475400.587117676,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007753,False
2007822,7822 (1991 CS),17.34,True,0.9048049682,2.0232054153,1.46400519175,0.09549150281621024,S-like,3000,1163549347123.398,13008877177204.428,40184.722910929966,449278.8604459942,1.122687105588309,0.1646364244344887,37.12267408780917,434.4967465598166,1915-Sep-02 16:03,19.0319360269,14008925.001495387,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007822,False
2007839,7839 (1994 ND),17.83,False,0.7220295577,1.6145071727,1.1682683651999999,0.09549150280791156,S-like,3000,591268587780.0371,6610583775183.595,20420.24639919105,228305.2952949401,2.165090980808912,0.5186281451094488,27.11509961785793,1163.623954676775,1927-Jul-22 23:13,14.7878635837,45954603.35003594,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007839,False
2007888,7888 (1993 UC),15.19,False,2.4353140627,5.4455277909,3.9404209268,0.09549150281256664,S-like,3000,22687404111068.32,253652889146574.06,783539.649629391,8760239.598871881,2.438558402551452,0.6632127252540682,26.07787779327665,1390.90724319301,1906-Mar-28 08:05,23.0106172495,25081782.606579367,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007888,False
2007889,7889 (1994 LX),15.24,False,2.3798795468,5.321572445,3.8507259959,0.09549150281267331,S-like,3000,21173117460906.06,236722649703387.28,731241.7478730701,8175531.281582089,1.261581223057531,0.3462953530142288,36.90944452744368,517.5725697574984,1900-Mar-23 02:45,22.0901185445,18765853.749612164,Venus,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007889,False
2007977,7977 (1977 QQ5),15.15,False,2.4805899315,5.5467677112,4.01367882135,0.09549150281240952,S-like,3000,23976445903957.055,268064814509816.47,828058.420918211,9257974.592893995,2.225557952374886,0.4662169270617139,25.16607826377792,1212.709523760576,1994-Mar-14 13:33,13.9752161632,11462293.906863462,Mars,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007977,False
